1	1	0.018618537001035756	央
146	1	0.018127494350761136	竟
32	1	0.01720684227484866	陽
20	1	0.016872787094669675	昌
206	1	0.01546035486038924	日
38	1	0.01490848535302786	人
169	1	0.013725562681789769	商
15	1	0.012879238673071242	長
14	1	0.0128738506769787	王
69	1	0.012331036875529479	章
45	1	0.011953224467407868	羊
105	1	0.01113033854078431	鏡
31	1	0.010333706950926318	卿
7	1	0.010249693073276509	壽
177	1	0.006849414014265005	貴
30	1	0.006115510177258898	容
113	1	0.005396219426020367	方
111	1	0.005186424890142942	英
101	1	0.004916920298902631	作
36	1	0.004515745923677151	信
284	1	0.004421230311321117	疆
174	1	0.004326714698965084	岡
116	1	0.004211652214357739	樂
71	1	0.004123431120008854	行
233	1	0.004085174800721887	午
63	1	0.0038591829252905053	平
299	1	0.0038436349024786915	歲
72	1	0.0035810915348230437	剛
112	1	0.003486575922467009	祥
109	1	0.0033500533712860726	武
256	1	0.0033185481671673934	朔
247	1	0.0029719909218619382	巳
126	1	0.0026926947869368345	詳
142	1	0.002383893778313287	萬
110	1	0.002372437340451949	彭
61	1	0.0023594806547754367	常
134	1	0.002184360818894994	良
387	1	0.0021003469412451867	至
265	1	0.001974326124770475	三
218	1	0.0019533226553580234	名
242	1	0.00185880704300199	兇
288	1	0.0018228010954377866	張
276	1	0.0018115492368239736	家
240	1	0.0017957966347646344	象
172	1	0.0017852949000584087	彊
572	1	0.001776293413167358	虎
264	1	0.0017327862265272788	酉
241	1	0.0016382706141712456	琴
286	1	0.0014944047447370827	首
21	1	0.0014358551147247785	兄
451	1	0.001417734185340501	主
243	1	0.0013127168382782418	夫
238	1	0.0013054350030330436	黃
253	1	0.0012602081647471119	位
325	1	0.0012602081647471119	上
39	1	0.0012602081647471119	貎
271	1	0.0012602081647471119	宿
217	1	0.001181445154450417	嘗
163	1	0.0011551908176848525	升
171	1	0.0010561744618832938	興
398	1	0.0010501734706225934	蜀
181	1	0.0010501734706225931	祉
168	1	0.0010081665317976894	從
34	1	0.0009976647970914637	旁
178	1	0.0009976647970914637	金
313	1	0.0009976647970914637	滅
452	1	0.0009451561235603339	畺
183	1	0.0009451561235603338	存
33	1	0.0008731442284319274	當
170	1	0.0008401387764980745	空
296	1	0.0008401387764980745	貌
314	1	0.0007561248988482672	節
252	1	0.0007351214294358153	未
292	1	0.0006301040823735559	想
461	1	0.0006301040823735559	禽
324	1	0.0006301040823735559	綱
460	1	0.0006301040823735559	車
321	1	0.0006301040823735559	形
417	1	0.0006301040823735559	和
380	1	0.0006301040823735559	守
574	1	0.0006301040823735559	胥
318	1	0.0006301040823735558	順
549	1	0.0006301040823735558	設
491	1	0.0006301040823735558	尚
312	1	0.0006038497456079911	强
372	1	0.0005513410720768615	豐
157	1	0.0005175854962354209	倡
199	1	0.00047257806178016695	杠
629	1	0.00047257806178016695	周
267	1	0.00040506691009728593	此
457	1	0.0003767073868813947	士
489	1	0.00036756071471790764	來
270	1	0.00031505204118677797	牛
414	1	0.00031505204118677797	浮
421	1	0.00031505204118677797	申
537	1	0.00025204163294942236	泊
208	1	0.0002100346941245186	且
248	1	0.0002100346941245186	遠
260	1	0.0002100346941245186	丑
437	1	0.0002100346941245186	牙
381	1	0.0002100346941245186	自
301	1	0.0002100346941245186	鯁
261	1	0.0002100346941245186	多
182	1	0.00015752602059338898	无
277	1	0.00015752602059338898	烕
408	1	0.00015752602059338898	芒
608	1	0.00015752602059338898	場
609	1	0.00015752602059338898	靜
309	1	0.00012602081647471118	亥
180	1	0.00012602081647471118	序
449	1	0.0001050173470622593	翔
237	1	7.876301029669449e-05	刻
114	1	0.0	畏
74	2	0.024449768038744386	子
100	2	0.01618617367792451	母
159	2	0.014826949157375835	公
121	2	0.013418216458926387	好
117	2	0.01191046740467538	老
98	2	0.010801784269260956	吉
104	2	0.008506405112043003	有
102	2	0.008306872152624708	右
221	2	0.008002321846144158	棗
127	2	0.0075297437843639915	巧
133	2	0.007332885179746662	道
184	2	0.007246196947295893	工
124	2	0.006464567835589649	市
87	2	0.005750449875566283	保
73	2	0.005220457637868126	紀
103	2	0.004679272935531241	海
262	2	0.0042637042907277285	銅
160	2	0.003575363315892375	始
150	2	0.0033605551059922986	耳
132	2	0.003287042963048717	乕
161	2	0.0032510370154845147	父
222	2	0.0031505204118677803	不
209	2	0.0027514544930311944	者
